address	size	name	region	rust_method	status	provenance	vtable	domain
0x00408b53	108	format_float_or_int_to_inline_ui_string			confirmed			ui
0x00408bbf	0	write_BFFloatEvent_double_output			confirmed		0x008bfd08#28	runtime/support
0x00408bcd	0	write_BFFloatEvent_float_output			confirmed		0x008bfd08#29	runtime/support
0x00408bdb	0	write_BFFloatEvent_value_plus_half_ftol2_output			confirmed		0x008bfd08#30	runtime/support
0x00408bf4	0	write_BFFloatEvent_value_plus_half_x87_int_output			confirmed		0x008bfd08#31	runtime/support
0x00408c0d	49	copy_scaled_grid_vertex_to_point3			confirmed			renderer
0x00408c3e	33	destroy_named_ui_value_assignment_ref			confirmed			ui
0x00408c5f	35	init_zero_point3_with_flag			confirmed			runtime/support
0x00408c82	71	clear_named_ui_value_assignment_ref_vector			confirmed			ui
0x00408cc9	56	get_main_obj_string_key			confirmed			runtime/support
0x00408d01	36	round_radians_to_degrees			confirmed			runtime/support
0x00408d25	139	quantize_degrees_to_45_mod_360			confirmed			runtime/support
0x00408db0	29	random_unit_float			confirmed			runtime/support
0x00408dcd	19	is_inline_ui_string_empty			confirmed			ui
0x00408de0	43	compare_inline_ui_string_to_cstr			confirmed			ui
0x00408e0b	22	construct_bf_string_from_cstr_return_dest			confirmed			runtime/support
0x00408e21	24	release_refcounted_object_at_pointer			confirmed			game-entities
0x00408e39	38	compute_vec3_length_squared			confirmed			platform/runtime
0x00408e5f	34	construct_refcounted_inline_ui_value			confirmed			ui
0x00408e81	0	scalar_delete_BFStringEvent			confirmed		0x008bfd90#0	runtime/support
0x00408eac	0	assign_BFStringEvent_interned_string_value			confirmed		0x008bfdac#19	runtime/support
0x00408ebd	0	copy_BFStringEvent_inline_string_to_output			confirmed		0x008bfdac#20	runtime/support
0x00408ece	0	write_BFStringEvent_double_output			confirmed		0x008bfdac#21	runtime/support
0x00408ee1	0	write_BFStringEvent_float_output			confirmed		0x008bfdac#22	runtime/support
0x00408ef4	0	write_BFStringEvent_nonnegative_int_output			confirmed		0x008bfdac#23	runtime/support
0x00408f07	26	parse_inline_ui_string_nonnegative_int			confirmed			ui
0x00408f21	0	write_BFStringEvent_atoi_output			confirmed		0x008bfdac#24	runtime/support
0x00408f3e	0	write_BFStringEvent_bool_output			confirmed		0x008bfdac#25	runtime/support
0x00408f51	56	parse_inline_ui_string_bool			confirmed			ui
0x00408f89	31	init_inline_ui_string_from_cstr			confirmed			ui
0x00408fa8	88	assign_inline_ui_string_from_cstr_allocating			confirmed			ui
0x00409000	78	normalize_vec2_in_place_return_length			confirmed			runtime/support
0x0040904e	37	compute_vec2_length			confirmed			platform/runtime
0x00409073	79	compute_float_sqrt			confirmed			platform/runtime
0x004090c2	40	grid_cell_has_all_corner_height_refs			confirmed			world/pathing
0x004090ea	62	get_grid_cell_from_world_xy			confirmed			world/pathing
0x00409128	31	floor_float_to_int			confirmed			runtime/support
0x00409147	52	get_grid_cell_by_indices			confirmed			world/pathing
0x0040917b	25	init_refcounted_ui_value_copy			confirmed			ui
0x00409194	41	assign_refcounted_ui_value			confirmed			ui
0x004091bd	35	apply_ui_value_assignment_update_and_mark_dirty			confirmed			ui
0x004091e0	33	destroy_named_ui_value_assignment_list			confirmed			ui
0x00409201	33	destroy_refcounted_ui_value_assignment			confirmed			ui
0x00409222	22	assign_refcounted_ui_value_from_cell			confirmed			ui
0x00409238	0	scalar_delete_BFSafeHandledObj			confirmed		0x008bfba4#0	runtime/support
0x00409253	23	init_bf_string_from_cstr			confirmed			runtime/support
0x0040926a	32	init_inline_ui_string_from_value_payload			confirmed			ui
0x00409292	24	release_refcounted_ui_value			confirmed			ui
0x004092aa	47	get_type_ZTCameraCommandReader			confirmed			renderer
0x004092d9	0	get_type_ZTCameraCommandReader_vtable_thunk			confirmed		0x008c0008#1	renderer
0x004092de	32	init_ZTCameraCommandReader_descriptor_ref			confirmed			renderer
0x004092fe	0	init_ZTCameraCommandReader_descriptor_ref_vtable_thunk			confirmed		0x008c0008#2	renderer
0x00409303	75	get_camera_command_reader_ui_handler_registry			confirmed			renderer
0x0040934e	0	copy_camera_command_reader_ui_value_assignment_dependents			confirmed		0x008c02e4#0	renderer
0x00409364	83	resolve_camera_command_reader_ui_handler_value			confirmed		0x008c02e4#1	renderer
0x004093b7	56	get_mouselook_string_key			confirmed			window/input
0x004093ef	56	get_freemouselook_string_key			confirmed			window/input
0x00409427	56	get_rforward_string_key			confirmed			runtime/support
0x0040945f	56	get_rbackward_string_key			confirmed			runtime/support
0x00409497	56	get_rright_string_key			confirmed			runtime/support
0x004094cf	56	get_rleft_string_key			confirmed			runtime/support
0x00409507	56	get_run_string_key			confirmed			runtime/support
0x0040953f	56	get_up_string_key			confirmed			runtime/support
0x00409577	56	get_down_string_key			confirmed			runtime/support
0x004095af	56	get_forward_string_key			confirmed			runtime/support
0x004095e7	56	get_backward_string_key			confirmed			runtime/support
0x0040961f	56	get_left_string_key			confirmed			runtime/support
0x00409657	56	get_right_string_key			confirmed			runtime/support
0x0040968f	56	get_crouch_string_key			confirmed			runtime/support
0x004096c7	104	camera_compass_direction_matches_move_command			confirmed			renderer
0x0040972f	142	register_camera_command_reader_ui_handlers			confirmed			renderer
0x004097bd	156	construct_camera_command_reader			confirmed			renderer
0x00409859	0	scalar_delete_camera_command_reader			confirmed		0x008c0008#0	renderer
0x00409874	18	destroy_camera_command_reader_body			confirmed			renderer
0x00409886	156	activate_camera_command_reader			confirmed		0x008c0008#138	renderer
0x00409922	60	deactivate_camera_command_reader			confirmed		0x008c0008#139	renderer
0x0040995e	1378	register_camera_move_commands			confirmed		0x008c0008#14	renderer
0x00409ec0	425	handle_camera_mouselook_mouse_delta_value			confirmed		0x008c0008#154	renderer
0x0040a069	135	handle_camera_mouse_wheel_zoom_delta			confirmed		0x008c0008#28	renderer
0x0040a0f0	0	clear_camera_reader_capture_and_assign_ui_event_result			confirmed		0x008c0008#27	renderer
0x0040a114	253	handle_camera_zoom_command_value			confirmed		0x008c0008#176	renderer
0x0040a211	240	handle_camera_rotate_command_value			confirmed		0x008c0008#177	renderer
0x0040a301	449	resolve_compass_direction			confirmed		0x008c0008#178	platform/runtime
0x0040a4c2	93	update_camera_look_command_prompt_state			confirmed			renderer
0x0040a51f	337	register_camera_look_commands			confirmed		0x008c0008#162	renderer
0x0040a670	349	register_camera_look_commands_b			confirmed		0x008c0008#163	renderer
0x0040a7cd	0	clear_camera_mouselook_if_active_and_assign_shared_result			confirmed		0x008c0008#179	renderer
0x0040a7f0	182	set_camera_mouselook_active			confirmed		0x008c0008#180	renderer
0x0040a8a6	167	publish_camera_freemouselook_assignment			confirmed			renderer
0x0040a94d	275	reset_camera_mouselook_cursor_anchor			confirmed			renderer
0x0040aa60	199	handle_camera_move_command_event			confirmed		0x008c0008#181	renderer
0x0040ab27	174	set_camera_crouch_mode_active			confirmed			renderer
0x0040abd5	26	release_camera_command_event_binding_if_present			confirmed		0x008c0008#182	renderer
0x0040abef	104	write_camera_command_reader_settings			confirmed		0x008c0008#19	renderer
0x0040ac57	166	read_camera_command_reader_settings			confirmed		0x008c0008#20	renderer
0x0040acfd	165	sync_camera_crouch_ground_fit_height			confirmed			renderer
0x0040ada2	69	compute_camera_crouch_ground_fit_height			confirmed			renderer
0x0040ade7	0	allocate_camera_command_reader_object			confirmed		0x008c02e4#3	renderer
0x0040adfd	153	register_camera_command_reader_ui_handler			confirmed			renderer
0x0040aedd	160	insert_camera_command_reader_ui_handler_node			confirmed			renderer
0x0040af7d	117	copy_ui_handler_registry_into_camera_command_reader			confirmed			renderer
0x0040aff2	40	as_BFOverheadCameraComponent			confirmed			renderer
0x0040b01a	55	try_get_BFPoint3Obj_value			confirmed			runtime/support
0x0040b051	40	as_ZTFPSUDVComponent			confirmed			game-entities
0x0040b079	40	as_BFFPSCameraComponent			confirmed			renderer
0x0040b0a1	40	as_BFGroundFitComponent			confirmed			game-entities
0x0040b0c9	40	as_BFPoint3Obj			confirmed			runtime/support
0x0040b0f9	56	get_return_station_string_key			confirmed			runtime/support
0x0040b131	56	get_first_station_string_key			confirmed			runtime/support
0x0040b169	47	get_type_ZTDeleteMode			confirmed			runtime/support
0x0040b198	0	get_type_ZTDeleteMode_vtable_thunk			confirmed		0x008c04b0#1	runtime/support
0x0040b19d	32	init_ZTDeleteMode_descriptor_ref			confirmed			scripting
0x0040b1bd	0	init_ZTDeleteMode_descriptor_ref_vtable_thunk			confirmed		0x008c04b0#2	scripting
0x0040b1c2	73	get_delete_mode_ui_handler_registry			confirmed			ui
0x0040b20b	0	copy_delete_mode_ui_value_assignment_dependents			confirmed			ui
0x0040b221	83	resolve_delete_mode_ui_handler_value			confirmed			ui
0x0040b274	205	register_delete_mode_ui_handlers			confirmed			ui
0x0040b341	326	construct_delete_mode			confirmed			runtime/support
0x0040b487	0	scalar_delete_delete_mode			confirmed		0x008c04b0#0	runtime/support
0x0040b4a3	148	destroy_delete_mode			confirmed			runtime/support
0x0040b537	421	activate_delete_mode_tool			confirmed		0x008c04b0#138	runtime/support
0x0040b6dc	0	deactivate_delete_mode_and_clear_targets			confirmed		0x008c04b0#139	runtime/support
0x0040b70f	177	handle_delete_mode_primary_action_value			confirmed		0x008c04b0#150	runtime/support
0x0040b7c0	144	handle_delete_mode_primary_release_value			confirmed		0x008c04b0#151	runtime/support
0x0040b850	0	handle_delete_mode_pending_event_capture			confirmed		0x008c04b0#153	runtime/support
0x0040b8cb	1250	handle_delete_mode_mouse_move_value			confirmed		0x008c04b0#154	window/input
0x0040bdad	83	handle_action_confirmed			confirmed			runtime/support
0x0040be00	854	update_delete_mode_frame			confirmed		0x008c04b0#14	runtime/support
0x0040c156	703	read_delete_tool_cursor_config			confirmed		0x008c04b0#20	ui
0x0040c415	505	can_place_animal_entity			confirmed			animation
0x0040c60e	44	lookup_delete_mode_grid_key_target			confirmed			world/pathing
0x0040c63a	749	collect_delete_mode_adjacent_grid_targets			confirmed			world/pathing
0x0040c927	237	classify_delete_mode_related_target_assignments			confirmed			runtime/support
0x0040ca14	204	collect_delete_mode_show_manager_target			confirmed			runtime/support
0x0040cae0	1190	classify_delete_mode_target_assignment			confirmed			runtime/support
0x0040cf86	41	delete_mode_target_lists_empty			confirmed			runtime/support
0x0040cfaf	78	delete_mode_target_assignment_exists			confirmed			runtime/support
0x0040cffd	1882	handle_structure_delete_confirmation			confirmed			runtime/support
0x0040d757	559	update_vehicle_undo_station_command_values			confirmed			scripting
0x0040d986	388	clear_delete_mode_target_assignment_lists			confirmed			runtime/support
0x0040db0a	0	detach_secondary_placement_preview_object			confirmed		0x008c04b0#178	world/pathing
0x0040db35	147	select_delete_mode_delete_group_for_key			confirmed			runtime/support
0x0040dbc8	189	sum_delete_mode_all_target_values			confirmed			runtime/support
0x0040dc85	189	sum_delete_mode_direct_target_values			confirmed			runtime/support
0x0040dd42	365	refresh_delete_mode_sell_message			confirmed			runtime/support
0x0040deaf	197	refresh_ui_anim_color_command_values			confirmed		0x008c04b0#174	ui
0x0040df74	86	delete_group_contains_key			confirmed			runtime/support
0x0040dfca	49	destroy_named_ui_value_assignment_tree_storage			confirmed			ui
0x0040dffb	170	insert_named_ui_value_assignment_tree_entry_unique			confirmed			ui
0x0040e0a5	36	clear_named_ui_value_assignment_tree_storage			confirmed			ui
0x0040e0c9	92	find_named_ui_value_assignment_tree_entry			confirmed			ui
0x0040e125	102	count_named_ui_value_assignment_tree_key_matches			confirmed			ui
0x0040e18b	49	destroy_delete_group_vector_storage			confirmed			runtime/support
0x0040e1bc	39	checked_delete_group_vector_at			confirmed			runtime/support
0x0040e1e3	33	destroy_ui_value_assignment_ref_slot_owner			confirmed			ui
0x0040e204	0	create_delete_mode_instance			confirmed		0x008c0820#6	runtime/support
0x0040e21c	153	register_delete_mode_ui_handler			confirmed			ui
0x0040e2fc	0	scalar_delete_ui_value_assignment_ref_slot_owner			confirmed		0x008c0820#0	ui
0x0040e317	59	destroy_named_ui_value_assignment_tree_nodes_recursive			confirmed			ui
0x0040e352	379	insert_named_ui_value_assignment_tree_node			confirmed			ui
0x0040e4cd	25	compare_named_ui_value_assignment_ref_key_less			confirmed			ui
0x0040e4e6	36	destroy_vtable_object_24byte_vector_storage			confirmed			game-entities
0x0040e50a	129	insert_delete_group_vector_record_checked			confirmed			runtime/support
0x0040e58b	132	erase_delete_group_vector_range_checked			confirmed			runtime/support
0x0040e60f	51	copy_construct_delete_group_vector_records			confirmed			runtime/support
0x0040e642	145	erase_named_ui_value_assignment_tree_range_checked			confirmed			ui
0x0040e6d3	50	lower_bound_named_ui_value_assignment_tree			confirmed			ui
0x0040e705	26	destroy_vtable_object_24byte_vector_elements			confirmed			game-entities
0x0040e71f	461	insert_delete_group_vector_record			confirmed			runtime/support
0x0040e8ec	160	insert_delete_mode_ui_handler_node			confirmed			ui
0x0040e98c	667	erase_named_ui_value_assignment_tree_node			confirmed			ui
0x0040ec27	50	upper_bound_named_ui_value_assignment_tree			confirmed			ui
0x0040ec59	38	init_checked_iterator_at			confirmed			runtime/support
0x0040ec7f	0	get_type_vtable_008c0820_safe_handle_specialization			confirmed		0x008c0820#1	game-entities
0x0040ec84	0	assign_ZTTransportStationBase_safe_handle_value			confirmed		0x008c0820#3	game-entities
0x0040ec9d	40	as_BFGElevatedPlacementTile			confirmed			world/pathing
0x0040ecc5	40	as_ZTAIShowMgr			confirmed			game-ai
0x0040eced	23	query_ZTVehicleBase_from_type_slot			confirmed			runtime/support
0x0040ed68	40	as_ZTTransportStationBase			confirmed			runtime/support
0x0040ed90	40	as_ZTVehicleBase			confirmed			runtime/support
0x0040edb8	56	erase_all_checked_vector_entries			confirmed			runtime/support
0x0040edf8	29	set_color_alpha_byte_clamped			confirmed			runtime/support
0x0040ee15	47	set_color_rgba_bytes_clamped			confirmed			runtime/support
0x0040ee44	28	set_color_red_byte_clamped			confirmed			runtime/support
