address	section	name	status	family
0x0091b508	.data	zlib buffer-error status string pointer	identified	Engine/platform/runtime variables/data
0x0091b5e0	.data	Direct3D render-state default table	identified	Engine/platform/runtime variables/data
0x0091bde0	.data	Direct3D texture-stage state default table	identified	Engine/platform/runtime variables/data
0x0091bf28	.data	Direct3D sampler-state default table	identified	Engine/platform/runtime variables/data
0x0091c000	.data	renderer global mode/detail selector cell	identified	Engine/platform/runtime variables/data
0x0091c004	.data	NetImmerse renderer pointer metadata table	identified	Engine/platform/runtime variables/data
0x0091cd30	.data	platform/IME mode selector global	identified	UI/content/profile variables/data
0x0091cd34	.data	IME UI font/decal scaling configuration globals	identified	UI/content/profile variables/data
0x0091cd38	.data	IME UI minimum anti-alias font-size global	identified	UI/content/profile variables/data
0x0091cd3c	.data	IME UI minimum font-size global	identified	UI/content/profile variables/data
0x0091cd40	.data	IME UI max decal resolution global	identified	UI/content/profile variables/data
0x0091cd44	.data	XML output buffer capacity global	identified	UI/content/profile variables/data
0x0091cd48	.data	XML entity match/replacement table	identified	UI/content/profile variables/data
0x0091cd4c	.data	XML entity `&amp;` match length cell	identified	UI/content/profile variables/data
0x0091cd54	.data	XML entity `&lt;` match string pointer cell	identified	UI/content/profile variables/data
0x0091cd58	.data	XML entity `&lt;` match length cell	identified	UI/content/profile variables/data
0x0091cd60	.data	XML entity `&gt;` match string pointer cell	identified	UI/content/profile variables/data
0x0091cd64	.data	XML entity `&gt;` match length cell	identified	UI/content/profile variables/data
0x0091cd6c	.data	XML entity `&quot;` match string pointer cell	identified	UI/content/profile variables/data
0x0091cd70	.data	XML entity `&quot;` match length cell	identified	UI/content/profile variables/data
0x0091cd78	.data	XML entity `&apos;` match string pointer cell	identified	UI/content/profile variables/data
0x0091cd7c	.data	XML entity `&apos;` match length cell	identified	UI/content/profile variables/data
0x0091cd84	.data	XML/resource known-name pointer list	identified	UI/content/profile variables/data
0x0091cdc0	.data	startup low-system-memory threshold scratch global	identified	Engine/platform/runtime variables/data
0x0091ce2c	.data	NetImmerse object serial/id word counter	identified	Engine/platform/runtime variables/data
0x0091ce30	.data	NetImmerse math callback/function pointer cells	identified	Engine/platform/runtime variables/data
0x0091ce34	.data	NetImmerse affine vector transform callback pointer cell	identified	Engine/platform/runtime variables/data
0x0091ce54	.data	NetImmerse serialization cursor cache words	identified	Engine/platform/runtime variables/data
0x0091ce58	.data	NetImmerse serialization cached word-index cell	identified	Engine/platform/runtime variables/data
0x0091ceac	.data	NiMaterialProperty material id counter global	identified	Engine/platform/runtime variables/data
0x0091ced4	.data	NetImmerse pixel-format channel 0 bit-count shift constant	identified	Engine/platform/runtime variables/data
0x0091ced8	.data	NetImmerse pixel-format channel 1 bit-count shift constant	identified	Engine/platform/runtime variables/data
0x0091cedc	.data	NetImmerse pixel-format channel 2 bit-count shift constant	identified	Engine/platform/runtime variables/data
0x0091cee0	.data	NetImmerse pixel-format channel 3 bit-count shift constant	identified	Engine/platform/runtime variables/data
0x0091cee4	.data	NetImmerse pixel-format channel 0 bit-offset mask constant	identified	Engine/platform/runtime variables/data
0x0091cee8	.data	NetImmerse pixel-format channel 1 bit-offset mask constant	identified	Engine/platform/runtime variables/data
0x0091ceec	.data	NetImmerse pixel-format channel 2 bit-offset mask constant	identified	Engine/platform/runtime variables/data
0x0091cef0	.data	NetImmerse pixel-format channel 3 bit-offset mask constant	identified	Engine/platform/runtime variables/data
0x0091cef4	.data	NetImmerse pixel-format channel 0 bit-offset shift constant	identified	Engine/platform/runtime variables/data
0x0091cef8	.data	NetImmerse pixel-format channel 1 bit-offset shift constant	identified	Engine/platform/runtime variables/data
0x0091cefc	.data	NetImmerse pixel-format channel 2 bit-offset shift constant	identified	Engine/platform/runtime variables/data
0x0091cf00	.data	NetImmerse pixel-format channel 3 bit-offset shift constant	identified	Engine/platform/runtime variables/data
0x0091d010	.data	animal show maxAnimalsInShow config global	identified	Gameplay/entity variables/data
0x0091d0b4	.data	ZTWorldSndMgr quiet-crowd high trigger global	identified	Engine/platform/runtime variables/data
0x0091d0b8	.data	ZTWorldSndMgr small-crowd low trigger global	identified	Engine/platform/runtime variables/data
0x0091d0bc	.data	ZTWorldSndMgr small-crowd high trigger global	identified	Engine/platform/runtime variables/data
0x0091d0c0	.data	ZTWorldSndMgr medium-crowd low trigger global	identified	Engine/platform/runtime variables/data
0x0091d0c4	.data	ZTWorldSndMgr medium-crowd high trigger global	identified	Engine/platform/runtime variables/data
0x0091d0c8	.data	ZTWorldSndMgr large-crowd low trigger global	identified	Engine/platform/runtime variables/data
0x0091d0cc	.data	ZTWorldSndMgr large-crowd high trigger global	identified	Engine/platform/runtime variables/data
0x0091d0d0	.data	ZTWorldSndMgr huge-crowd low trigger global	identified	Engine/platform/runtime variables/data
0x0091d0d4	.data	ZTWorldSndMgr huge-crowd high trigger global	identified	Engine/platform/runtime variables/data
0x0091d174	.data	object-detail thoughtListSize cap global	identified	UI/content/profile variables/data
0x0091d1d8	.data	overview layer canvas width/row-stride global	identified	UI/content/profile variables/data
0x0091d1dc	.data	overview layer canvas height global	identified	UI/content/profile variables/data
0x0091d238	.data	puzzle placement viewport pixel width global	identified	UI/content/profile variables/data
0x0091d23c	.data	puzzle placement viewport pixel height global	identified	UI/content/profile variables/data
0x0091d260	.data	show-scheduler selected row index global	identified	UI/content/profile variables/data
0x0091d348	.data	cursor-money container UI object handle pointer cell	identified	UI/content/profile variables/data
0x0091d350	.data	camera position payload transient handle pointer cell	identified	UI/content/profile variables/data
0x0091d3bc	.data	overview path current edge color scratch dword	identified	UI/content/profile variables/data
0x0091d3c0	.data	overview map path color default dword	identified	UI/content/profile variables/data
0x0091d3c4	.data	overview map groundtrack color default dword	identified	UI/content/profile variables/data
0x0091d3c8	.data	overview map skytrack color default dword	identified	UI/content/profile variables/data
0x0091d3cc	.data	overview map elevatedpath color default dword	identified	UI/content/profile variables/data
0x0091d3d0	.data	overview map curb color default dword	identified	UI/content/profile variables/data
0x0091d3d4	.data	overview map zoowall/zooboundary color default dword	identified	UI/content/profile variables/data
0x0091d3d8	.data	overview map fence color default dword	identified	UI/content/profile variables/data
0x0091d668	.data	NiObjectNET RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d670	.data	NiAVObject RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d690	.data	NetImmerse dynamic pixel-format pair A field +0x18 compare value	identified	Engine/platform/runtime variables/data
0x0091d694	.data	NetImmerse dynamic pixel-format pair A field +0x1c compare value	identified	Engine/platform/runtime variables/data
0x0091d6b0	.data	NetImmerse dynamic pixel-format pair B field +0x18 compare value	identified	Engine/platform/runtime variables/data
0x0091d6b4	.data	NetImmerse dynamic pixel-format pair B field +0x1c compare value	identified	Engine/platform/runtime variables/data
0x0091d6b8	.data	NiPixelData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d6c0	.data	NiSourceTexture RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d6d4	.data	NiNode RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d6dc	.data	NiCamera RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d6f4	.data	NiAlphaProperty RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d6fc	.data	NiMaterialProperty RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d704	.data	NiProperty RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d70c	.data	NiObject root RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d714	.data	NiTexturingProperty RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d71c	.data	NiTriShape RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d76c	.data	NiTimeController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d774	.data	NiExtraData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d77c	.data	NiVertWeightsExtraData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d784	.data	NiPalette RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d78c	.data	NiTexture RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d794	.data	NiRenderer RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d79c	.data	NiDynamicEffect RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d7a4	.data	NiScreenPolygon RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d7b4	.data	NiTriBasedGeom RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d7bc	.data	NiGeometry RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d7c4	.data	NiTriShapeData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d7cc	.data	NiBinaryExtraData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d7d4	.data	NiDitherProperty RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d7dc	.data	NiVertexColorProperty RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d7e4	.data	NiFogProperty RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d7ec	.data	NiShadeProperty RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d7f4	.data	NiSpecularProperty RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d7fc	.data	NiStencilProperty RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d804	.data	NiWireframeProperty RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d80c	.data	NiZBufferProperty RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d814	.data	NiRendererSpecificProperty RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d824	.data	NiAmbientLight RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d82c	.data	NiParticles RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d834	.data	NiParticlesData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d83c	.data	NiBillboardNode RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d844	.data	NiBltSource RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d84c	.data	NiBooleanExtraData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d854	.data	NiBSPNode RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d85c	.data	NiColorExtraData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d864	.data	NiDirectionalLight RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d86c	.data	NiFloatExtraData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d874	.data	NiFloatsExtraData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d87c	.data	NiIntegerExtraData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d884	.data	NiIntegersExtraData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d88c	.data	NiLODNode RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d894	.data	NiLines RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d89c	.data	NiLinesData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d8ac	.data	NiParticleMeshesData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d8b4	.data	NiPointLight RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d8c4	.data	NiSkinInstance RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d8dc	.data	NiSpotLight RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d8e4	.data	NiStringExtraData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d8ec	.data	NiStringsExtraData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d8f4	.data	NiSwitchNode RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d8fc	.data	NiSwitchStringExtraData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d904	.data	NiTextureEffect RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d90c	.data	NiTriShapeDynamicData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d914	.data	NiTriStrips RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d91c	.data	NiTriStripsData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d924	.data	NiVectorExtraData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d934	.data	NiTriBasedGeomData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d93c	.data	NiGeometryData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091d94c	.data	NiLight RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091db3c	.data	IME UI appearance GDI font handle global	identified	UI/content/profile variables/data
0x0091db94	.data	IME UI textEdit GDI font handle global	identified	UI/content/profile variables/data
0x0091dc2c	.data	NiCollisionData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091dde8	.data	Direct3D renderer shutdown resource-list globals	identified	Engine/platform/runtime variables/data
0x0091ddec	.data	Direct3D renderer global attribute descriptor list head pointer	identified	Engine/platform/runtime variables/data
0x0091ddf0	.data	Direct3D renderer global attribute descriptor list tail pointer	identified	Engine/platform/runtime variables/data
0x0091ddf4	.data	Direct3D renderer global attribute descriptor list count	identified	Engine/platform/runtime variables/data
0x0091df40	.data	Direct3D renderer fog-start default scalar	identified	Engine/platform/runtime variables/data
0x0091e254	.data	current BFGEntity context object pointer cell	identified	Gameplay/entity variables/data
0x0091e36c	.data	causticdefault material caustic entry index cache	identified	Engine/platform/runtime variables/data
0x0091e3fc	.data	NiLookAtController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e404	.data	NiParticleSystemController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e40c	.data	NiBoneLODController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e46c	.data	NiKeyframeController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e474	.data	NiKeyframeData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e484	.data	NiLightColorController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e48c	.data	NiMorphData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e494	.data	NiMaterialColorController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e4c4	.data	NiPathController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e4d4	.data	NiPosData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e4dc	.data	NiRollController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e4fc	.data	NiTextKeyExtraData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e504	.data	NiUVController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e50c	.data	NiUVData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e514	.data	NiVisController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e51c	.data	NiVisData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e524	.data	NiFloatExtraDataController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e52c	.data	NiFloatsExtraDataController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e534	.data	NiColorExtraDataController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e53c	.data	NiAlphaController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e544	.data	NiColorData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e564	.data	NiFloatData RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e584	.data	NiFloatController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e58c	.data	NiExtraDataController RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091e69c	.data	profile online connection consent byte globals	identified	UI/content/profile variables/data
0x0091e730	.data	Gamebryo startup no-op callback object vtable pointer global	identified	Engine/platform/runtime variables/data
0x0091e934	.data	NiCollisionObject RTTI/reflection record	identified	Engine/platform/runtime variables/data
0x0091ea48	.data	Direct3D renderer render-state default table	identified	Engine/platform/runtime variables/data
0x0091eadc	.data	Direct3D renderer D3DRS_FOGSTART default value cell	identified	Engine/platform/runtime variables/data
0x0091eef8	.data	object-detail Months Employed last month-value cache	identified	UI/content/profile variables/data
0x0091eefc	.data	object-detail Month Number last month-value cache	identified	UI/content/profile variables/data
0x0091ef10	.data	object-detail users Month Number last month-value cache	identified	UI/content/profile variables/data
0x0091ef14	.data	object-detail Current Users last count cache	identified	UI/content/profile variables/data
0x0091f6c0	.data	NiTimeController scaled-time cache animation-type cell	identified	Engine/platform/runtime variables/data
0x0091fb3c	.data	renderer memory-debug overlay color cycle global	identified	Engine/platform/runtime variables/data
0x0091fb44	.data	BFR seeded random generator seed global	identified	Engine/platform/runtime variables/data
0x0091fb48	.data	Bink frame pacing QPC frequency low dword	identified	Engine/platform/runtime variables/data
0x0091fb4c	.data	Bink frame pacing QPC frequency high dword	identified	Engine/platform/runtime variables/data
0x0091fe68	.data	renderer transparent pixel/color-key cache global	identified	Engine/platform/runtime variables/data
0x0091feb8	.data	IME keyboard Alt-key cached lParam/state cell	identified	UI/content/profile variables/data
0x0091febc	.data	IME keyboard Ctrl-key cached lParam/state cell	identified	UI/content/profile variables/data
0x0091fec0	.data	IME keyboard Shift-key cached lParam/state cell	identified	UI/content/profile variables/data
0x0091fec4	.data	IME mode-change state globals	identified	UI/content/profile variables/data
0x0091fec8	.data	IME mode-change SendMessage eligibility cache	identified	UI/content/profile variables/data
0x009200a4	.data	CRT managed-app metadata probe flag global	identified	Engine/platform/runtime variables/data
0x009200a8	.data	CRT __getmainargs result code global	identified	Engine/platform/runtime variables/data
0x009200ac	.data	CRT __getmainargs startupinfo newmode cell	identified	Engine/platform/runtime variables/data
0x009200b0	.data	CRT main return/exit code global	identified	Engine/platform/runtime variables/data
0x009200b4	.data	CRT startup already-initialized flag global	identified	Engine/platform/runtime variables/data
0x009200bc	.data	CRT __getmainargs wildcard-expansion flag global	identified	Engine/platform/runtime variables/data
0x009200c0	.data	CRT startup newmode source global	identified	Engine/platform/runtime variables/data
0x009200c4	.data	CRT default commode global	identified	Engine/platform/runtime variables/data
0x009200c8	.data	CRT default fmode global	identified	Engine/platform/runtime variables/data
0x009200dc	.data	CRT security failure exception address global	identified	Engine/platform/runtime variables/data
0x00920120	.data	CRT security failure debugger-present result global	identified	Engine/platform/runtime variables/data
0x009201c4	.data	CRT security CONTEXT EDI field global	identified	Engine/platform/runtime variables/data
0x009201c8	.data	CRT security CONTEXT ESI field global	identified	Engine/platform/runtime variables/data
0x009201cc	.data	CRT security CONTEXT EBX field global	identified	Engine/platform/runtime variables/data
0x009201d0	.data	CRT security CONTEXT EDX field global	identified	Engine/platform/runtime variables/data
0x009201d4	.data	CRT security CONTEXT ECX field global	identified	Engine/platform/runtime variables/data
0x009201d8	.data	CRT security CONTEXT EAX field global	identified	Engine/platform/runtime variables/data
0x009201dc	.data	CRT security CONTEXT EBP field global	identified	Engine/platform/runtime variables/data
0x009201e0	.data	CRT security CONTEXT EIP field global	identified	Engine/platform/runtime variables/data
0x009201ec	.data	CRT security CONTEXT ESP field global	identified	Engine/platform/runtime variables/data
0x0092046c	.data	curve wrap-mode fallback/default token cell	identified	Engine/platform/runtime variables/data
0x0092055c	.data	NIF stream service error/status code global	identified	Engine/platform/runtime variables/data
0x00920760	.data	NetImmerse serialization cursor cache pointer and offset words	identified	Engine/platform/runtime variables/data
0x00920764	.data	NetImmerse serialization cursor word-offset cache	identified	Engine/platform/runtime variables/data
0x0092076c	.data	small-pool allocator bucket-table pointer	identified	Engine/platform/runtime variables/data
0x00920788	.data	platform adjusted FILETIME baseline low dword	identified	Engine/platform/runtime variables/data
0x0092078c	.data	platform adjusted FILETIME baseline high dword	identified	Engine/platform/runtime variables/data
0x00920790	.data	platform system FILETIME snapshot low dword	identified	Engine/platform/runtime variables/data
0x00920794	.data	platform system FILETIME snapshot high dword	identified	Engine/platform/runtime variables/data
0x0092079c	.data	renderer config4 LinearTextureAddressing flag global	identified	Engine/platform/runtime variables/data
0x009207a0	.data	renderer config4 LinearTextureAddressingZoom flag global	identified	Engine/platform/runtime variables/data
0x009207a4	.data	renderer config4 LinearTextureAddressingSun flag global	identified	Engine/platform/runtime variables/data
0x009207a8	.data	renderer config4 UseFixedFunction flag global	identified	Engine/platform/runtime variables/data
0x009207ac	.data	renderer config4 DisableDriverManagement flag global	identified	Engine/platform/runtime variables/data
0x009207b0	.data	renderer config4 UnsupportedCard diagnostic flag global	identified	Engine/platform/runtime variables/data
0x009207b4	.data	renderer config4 PrototypeCard diagnostic flag global	identified	Engine/platform/runtime variables/data
0x009207b8	.data	renderer config4 OldDriver diagnostic flag global	identified	Engine/platform/runtime variables/data
0x009207bc	.data	renderer config4 OldSoundDriver diagnostic flag global	identified	Engine/platform/runtime variables/data
0x009207c0	.data	renderer config4 InvalidDriver diagnostic flag global	identified	Engine/platform/runtime variables/data
0x009207c4	.data	renderer config4 InvalidSoundDriver diagnostic flag global	identified	Engine/platform/runtime variables/data
0x009207c8	.data	renderer config4 UseAlternateConvolveMask flag global	identified	Engine/platform/runtime variables/data
0x009207cc	.data	renderer config4 EnableStopStart audio flag global	identified	Engine/platform/runtime variables/data
0x009207d0	.data	renderer config4 HeadRelativeSpeech audio flag global	identified	Engine/platform/runtime variables/data
0x009207d4	.data	renderer config4 SafeMode flag global	identified	Engine/platform/runtime variables/data
0x009207d8	.data	renderer config4 ForceShader override global	identified	Engine/platform/runtime variables/data
0x009207dc	.data	renderer config4 UseAnisotropicFilter flag global	identified	Engine/platform/runtime variables/data
0x009207e0	.data	renderer config4 DisableSpecular flag global	identified	Engine/platform/runtime variables/data
0x009207e4	.data	renderer config4 DisableRenderTargets flag global	identified	Engine/platform/runtime variables/data
0x009207e8	.data	renderer config4 DisableAlphaRenderTargets flag global	identified	Engine/platform/runtime variables/data
0x009207ec	.data	renderer config4 DisableBuffering flag global	identified	Engine/platform/runtime variables/data
0x009207f0	.data	renderer config4 MinMaxBlendOpIsBroken flag global	identified	Engine/platform/runtime variables/data
0x009207f4	.data	renderer config4 LimitBlendStages override global	identified	Engine/platform/runtime variables/data
0x00920888	.data	selected D3D adapter device id global	identified	Engine/platform/runtime variables/data
0x0092088c	.data	selected D3D adapter vendor id global	identified	Engine/platform/runtime variables/data
0x00920890	.data	HWConfig video driver version-low global	identified	UI/content/profile variables/data
0x00920894	.data	HWConfig video driver version-high global	identified	UI/content/profile variables/data
0x00920898	.data	detected system memory megabytes global	identified	Engine/platform/runtime variables/data
0x0092089c	.data	measured CPU speed MHz global	identified	Engine/platform/runtime variables/data
0x009208a0	.data	selected video memory bytes global	identified	Engine/platform/runtime variables/data
0x00920cb4	.data	renderer capability diagnostics counters and thresholds	identified	Engine/platform/runtime variables/data
0x00920cb8	.data	DxDiag DirectSound device count global	identified	Engine/platform/runtime variables/data
0x00920cbc	.data	renderer config4 cursor color mode global	identified	UI/content/profile variables/data
0x00920cc8	.data	config4 minimum system memory requirement megabytes global	identified	Engine/platform/runtime variables/data
0x00920ccc	.data	config4 minimum video memory requirement megabytes global	identified	Engine/platform/runtime variables/data
0x00922cd8	.data	UI GDI text measurement height cache global	identified	UI/content/profile variables/data
0x00922cdc	.data	UI GDI text measurement width cache global	identified	UI/content/profile variables/data
0x00922ce0	.data	UI GDI clipped bounds left global	identified	UI/content/profile variables/data
