address	size	name	region	rust_method	status	provenance	vtable	domain
0x00409194	41	assign_refcounted_ui_value			confirmed			
0x004091bd	35	apply_ui_value_assignment_update_and_mark_dirty			confirmed			
0x004091e0	33	destroy_named_ui_value_assignment_list			confirmed			
0x00409201	33	destroy_refcounted_ui_value_assignment			confirmed			
0x00409222	22	assign_refcounted_ui_value_from_cell			confirmed			
0x00409253	23	init_bf_string_from_cstr			confirmed			
0x0040926a	32	init_inline_ui_string_from_value_payload			confirmed			
0x00409292	24	release_refcounted_ui_value			confirmed			
0x004092aa	47	get_type_ZTCameraCommandReader			confirmed			
0x004092de	32	init_ZTCameraCommandReader_descriptor_ref			confirmed			
0x00409303	75	get_camera_command_reader_ui_handler_registry			confirmed			
0x00409364	83	resolve_camera_command_reader_ui_handler_value			confirmed		0x008c0008#184	
0x004093b7	56	get_mouselook_string_key			confirmed			
0x004093ef	56	get_freemouselook_string_key			confirmed			
0x00409427	56	get_rforward_string_key			confirmed			
0x0040945f	56	get_rbackward_string_key			confirmed			
0x00409497	56	get_rright_string_key			confirmed			
0x004094cf	56	get_rleft_string_key			confirmed			
0x00409507	56	get_run_string_key			confirmed			
0x0040953f	56	get_up_string_key			confirmed			
0x00409577	56	get_down_string_key			confirmed			
0x004095af	56	get_forward_string_key			confirmed			
0x004095e7	56	get_backward_string_key			confirmed			
0x0040961f	56	get_left_string_key			confirmed			
0x00409657	56	get_right_string_key			confirmed			
0x0040968f	56	get_crouch_string_key			confirmed			
0x004096c7	104	camera_compass_direction_matches_move_command		command	confirmed			
0x0040972f	142	register_camera_command_reader_ui_handlers			confirmed			
0x004097bd	156	construct_camera_command_reader			confirmed			
0x00409874	18	destroy_camera_command_reader_body			confirmed			
0x00409886	156	activate_camera_command_reader			confirmed		0x008c0008#138	
0x00409922	60	deactivate_camera_command_reader			confirmed		0x008c0008#139	
0x0040995e	1378	register_camera_move_commands			confirmed		0x008c0008#14	
0x00409ec0	425	handle_camera_mouselook_mouse_delta_value			confirmed		0x008c0008#154	
0x0040a069	135	handle_camera_mouse_wheel_zoom_delta			confirmed		0x008c0008#28	
0x0040a114	253	handle_camera_zoom_command_value			confirmed		0x008c0008#176	
0x0040a211	240	handle_camera_rotate_command_value			confirmed		0x008c0008#177	
0x0040a301	449	resolve_compass_direction			confirmed		0x008c0008#178	
0x0040a4c2	93	update_camera_look_command_prompt_state			confirmed			
0x0040a51f	337	register_camera_look_commands			confirmed		0x008c0008#162	
0x0040a670	349	register_camera_look_commands_b			confirmed		0x008c0008#163	
0x0040a7f0	182	set_camera_mouselook_active			confirmed		0x008c0008#180	
0x0040a8a6	167	publish_camera_freemouselook_assignment			confirmed			
0x0040a94d	275	reset_camera_mouselook_cursor_anchor			confirmed			
0x0040aa60	199	handle_camera_move_command_event			confirmed		0x008c0008#181	
0x0040ab27	174	set_camera_crouch_mode_active			confirmed			
0x0040abd5	26	release_camera_command_event_binding_if_present			confirmed		0x008c0008#182	
0x0040abef	104	write_camera_command_reader_settings			confirmed		0x008c0008#19	
0x0040ac57	166	read_camera_command_reader_settings			confirmed		0x008c0008#20	
0x0040acfd	165	sync_camera_crouch_ground_fit_height		height	confirmed			
0x0040ada2	69	compute_camera_crouch_ground_fit_height		height	confirmed			
0x0040adfd	153	register_camera_command_reader_ui_handler			confirmed			
0x0040aedd	160	insert_camera_command_reader_ui_handler_node			confirmed			
0x0040af7d	117	copy_ui_handler_registry_into_camera_command_reader			confirmed			
0x0040aff2	40	as_BFOverheadCameraComponent			confirmed			
0x0040b01a	55	try_get_BFPoint3Obj_value			confirmed			
0x0040b051	40	as_ZTFPSUDVComponent			confirmed			
0x0040b079	40	as_BFFPSCameraComponent			confirmed			
0x0040b0a1	40	as_BFGroundFitComponent			confirmed			
0x0040b0c9	40	as_BFPoint3Obj			confirmed			
0x0040b0f9	56	get_return_station_string_key			confirmed			
0x0040b131	56	get_first_station_string_key			confirmed			
0x0040b169	47	get_type_ZTDeleteMode			confirmed			
0x0040b19d	32	init_ZTDeleteMode_descriptor_ref			confirmed			
0x0040b1c2	73	get_delete_mode_ui_handler_registry			confirmed			
0x0040b221	83	resolve_delete_mode_ui_handler_value			confirmed		0x008c04b0#219	
0x0040b274	205	register_delete_mode_ui_handlers			confirmed			
0x0040b341	326	construct_delete_mode		mode	confirmed			
0x0040b4a3	148	destroy_delete_mode		mode	confirmed			
0x0040b537	421	activate_delete_mode_tool			confirmed		0x008c04b0#138	
0x0040b70f	177	handle_delete_mode_primary_action_value			confirmed		0x008c04b0#150	
0x0040b7c0	144	handle_delete_mode_primary_release_value			confirmed		0x008c04b0#151	
0x0040b8cb	1250	handle_delete_mode_mouse_move_value			confirmed		0x008c04b0#154	
0x0040bdad	83	handle_action_confirmed			confirmed			
0x0040be00	854	update_delete_mode_frame			confirmed		0x008c04b0#14	
0x0040c156	703	read_delete_tool_cursor_config			confirmed		0x008c04b0#20	
0x0040c415	505	can_place_animal_entity		entity	confirmed			
0x0040c60e	44	lookup_delete_mode_grid_key_target			confirmed			
0x0040c63a	749	collect_delete_mode_adjacent_grid_targets			confirmed			
0x0040c927	237	classify_delete_mode_related_target_assignments			confirmed			
0x0040ca14	204	collect_delete_mode_show_manager_target			confirmed			
0x0040cae0	1190	classify_delete_mode_target_assignment			confirmed			
0x0040cf86	41	delete_mode_target_lists_empty		empty	confirmed			
0x0040cfaf	78	delete_mode_target_assignment_exists			confirmed			
0x0040cffd	1882	handle_structure_delete_confirmation			confirmed			
0x0040d757	559	update_vehicle_undo_station_command_values			confirmed			
0x0040d986	388	clear_delete_mode_target_assignment_lists			confirmed			
0x0040db35	147	select_delete_mode_delete_group_for_key			confirmed			
0x0040dbc8	189	sum_delete_mode_all_target_values			confirmed			
0x0040dc85	189	sum_delete_mode_direct_target_values			confirmed			
0x0040dd42	365	refresh_delete_mode_sell_message		message	confirmed			
0x0040deaf	197	refresh_ui_anim_color_command_values			confirmed		0x008c04b0#174	
0x0040df74	86	delete_group_contains_key			confirmed			
0x0040dfca	49	destroy_named_ui_value_assignment_tree_storage			confirmed			
0x0040dffb	170	insert_named_ui_value_assignment_tree_entry_unique			confirmed			
0x0040e0a5	36	clear_named_ui_value_assignment_tree_storage			confirmed			
0x0040e0c9	92	find_named_ui_value_assignment_tree_entry			confirmed			
0x0040e125	102	count_named_ui_value_assignment_tree_key_matches		matches	confirmed			
0x0040e18b	49	destroy_delete_group_vector_storage			confirmed			
0x0040e1bc	39	checked_delete_group_vector_at			confirmed			
0x0040e1e3	33	destroy_ui_value_assignment_ref_slot_owner			confirmed			
0x0040e21c	153	register_delete_mode_ui_handler			confirmed			
0x0040e317	59	destroy_named_ui_value_assignment_tree_nodes_recursive			confirmed			
0x0040e352	379	insert_named_ui_value_assignment_tree_node			confirmed			
0x0040e4cd	25	compare_named_ui_value_assignment_ref_key_less			confirmed			
0x0040e4e6	36	destroy_vtable_object_24byte_vector_storage			confirmed			
0x0040e50a	129	insert_delete_group_vector_record_checked			confirmed			
0x0040e58b	132	erase_delete_group_vector_range_checked			confirmed			
0x0040e60f	51	copy_construct_delete_group_vector_records			confirmed			
0x0040e642	145	erase_named_ui_value_assignment_tree_range_checked			confirmed			
0x0040e6d3	50	lower_bound_named_ui_value_assignment_tree			confirmed			
0x0040e705	26	destroy_vtable_object_24byte_vector_elements			confirmed			
0x0040e71f	461	insert_delete_group_vector_record			confirmed			
0x0040e8ec	160	insert_delete_mode_ui_handler_node			confirmed			
0x0040e98c	667	erase_named_ui_value_assignment_tree_node			confirmed			
0x0040ec27	50	upper_bound_named_ui_value_assignment_tree			confirmed			
0x0040ec59	38	init_checked_iterator_at			confirmed			
0x0040ec9d	40	as_BFGElevatedPlacementTile			confirmed			
0x0040ecc5	40	as_ZTAIShowMgr			confirmed			
0x0040eced	23	query_ZTVehicleBase_from_type_slot			confirmed			
0x0040ed68	40	as_ZTTransportStationBase			confirmed			
0x0040ed90	40	as_ZTVehicleBase			confirmed			
0x0040edb8	56	erase_all_checked_vector_entries			confirmed			
0x0040edf8	29	set_color_alpha_byte_clamped			confirmed			
0x0040ee15	47	set_color_rgba_bytes_clamped			confirmed			
0x0040ee44	28	set_color_red_byte_clamped			confirmed			
0x0040ee60	29	set_color_green_byte_clamped			confirmed			
0x0040ee7d	29	set_color_blue_byte_clamped			confirmed			
0x0040eed2	28	construct_inline_ui_payload_value_from_source		from_source	confirmed			
0x0040ef09	36	destroy_inline_ui_payload_value			confirmed			
0x0040ef47	22	init_opaque_black_color			confirmed			
0x0040ef5d	68	wrap_float_nonnegative_mod_period			confirmed			
0x0040efa1	45	compute_vec2_distance_squared			confirmed			
0x0040efce	21	dispatch_field38_nested_object_vtable70			confirmed			
0x0040efe3	65	clear_download_mode_inline_fields			confirmed			
0x0040f024	47	get_type_ZTDownloadMode			confirmed			
0x0040f058	32	init_ZTDownloadMode_descriptor_ref			confirmed			
0x0040f07d	73	get_download_mode_ui_handler_registry			confirmed			
0x0040f0dc	83	resolve_download_mode_ui_handler_value			confirmed		0x008c0a10#182	
0x0040f12f	102	register_download_mode_ui_handlers			confirmed			
0x0040f195	61	construct_ZTDownloadMode			confirmed			
0x0040f1ed	90	destroy_ZTDownloadMode			confirmed			
0x0040f247	346	emit_download_show_update_timer_payload			confirmed		0x008c0a10#138	
0x0040f3a1	304	refresh_download_items_list_ui			confirmed		0x008c0a10#139	
0x0040f4d1	115	download_mode_has_pending_activity			confirmed			
0x0040f544	70	bind_download_mode_web_tokens			confirmed			
0x0040f58a	114	emit_download_file_enable_on_payload			confirmed		0x008c0a10#177	
0x0040f5fc	176	emit_download_items_list_payload			confirmed		0x008c0a10#178	
0x0040f6ac	46	handle_download_manifest_payload			confirmed		0x008c0a10#179	
0x0040f6da	1289	populate_download_items_list			confirmed			
0x0040fc17	470	handle_downloads_exit_confirmation			confirmed		0x008c0a10#180	
0x0040fe08	153	register_download_mode_ui_handler			confirmed			
0x0040fee8	160	insert_download_mode_ui_handler_node			confirmed			
0x0040ffec	40	as_BFXmlObj			confirmed			
0x00410014	117	register_download_mode_ui_handler_entries			confirmed			
0x00410089	40	as_UIListBox			confirmed			
0x004100f5	30	destroy_refcounted_ui_value_assignment_dependent			confirmed			
0x00410113	36	clear_download_mode_aux_storage			confirmed			
0x00410137	22	construct_BFRefCountedXMLObj			confirmed			
0x0041014d	27	construct_inline_ui_string_from_value_then_append_view			confirmed			
0x00410168	23	construct_inline_ui_string_from_value_then_append_cstr			confirmed			
0x0041017f	43	construct_download_items_list_payload_value			confirmed			
0x0041022d	44	set_elevated_curb_preview_transform			confirmed			
0x00410259	47	get_type_ZTElevatedCurbMode			confirmed			
0x0041028d	32	init_ZTElevatedCurbMode_descriptor_ref			confirmed			
0x004102b2	38	get_elevated_curb_mode_ui_handler_registry			confirmed			
0x004102ee	83	resolve_elevated_curb_mode_ui_handler_value			confirmed		0x008c0e60#177	
0x00410341	367	construct_ZTElevatedCurbMode			confirmed			
0x004104cb	142	destroy_ZTElevatedCurbMode			confirmed			
0x00410559	109	emit_setplacementfence_payload			confirmed		0x008c0e60#138	
0x004105ed	518	read_placement_anchor_colors			confirmed		0x008c0e60#20	
0x004107f3	172	ensure_elevated_curb_preview_attached			confirmed			
0x0041089f	119	detach_elevated_curb_preview			confirmed			
0x00410916	934	update_elevated_curb_preview_from_cursor			confirmed			
0x00410cbc	67	sync_elevated_curb_target_23c_assignment			confirmed			
0x00410cff	84	set_elevated_curb_target_23c_world_membership			confirmed			
0x00410d53	67	sync_elevated_curb_target_240_assignment			confirmed			
0x00410d96	84	set_elevated_curb_target_240_world_membership			confirmed			
0x00410dea	93	reset_elevated_curb_preview_state			confirmed			
0x00410e47	531	commit_elevated_curb_place_fence_preview			confirmed			
0x0041105a	844	rebuild_elevated_curb_preview_chain_from_selection			confirmed			
0x004113a6	386	append_or_update_elevated_curb_preview_segment			confirmed			
0x00411528	167	trim_elevated_curb_preview_segments			confirmed			
0x004115cf	159	remember_elevated_curb_source_handle			confirmed			
0x0041166e	112	clear_elevated_curb_source_handles			confirmed			
0x004116de	414	rebuild_elevated_curb_endpoint_assignment_vector			confirmed			
0x0041187c	395	refresh_elevated_curb_endpoint_assignments			confirmed			
0x00411a07	636	refresh_elevated_curb_endpoint_candidate_from_cursor			confirmed			
0x00411c83	251	find_nearest_elevated_curb_candidate_in_adjacent_slots			confirmed			
0x00411d7e	95	prepare_elevated_curb_endpoint_targets			confirmed			
0x00411ebc	241	handle_elevated_curb_mode_primary_action_value			confirmed		0x008c0e60#150	
0x00411fad	136	emit_eventcaptured_payload			confirmed		0x008c0e60#153	
0x00412035	221	handle_setplacementfence			confirmed			
0x0041212d	58	handle_undoaction			confirmed			
0x00412167	87	clear_elevated_curb_endpoint_assignment_vector			confirmed			
0x004121d9	122	register_elevated_curb_mode_ui_handlers			confirmed			
0x00412253	153	register_elevated_curb_mode_ui_handler			confirmed			
0x00412333	32	fill_dword_range_from_value_ptr			confirmed			
0x00412353	160	insert_elevated_curb_mode_ui_handler_node			confirmed			
0x004123f3	117	register_elevated_curb_mode_ui_handler_entries			confirmed			
0x00412468	43	query_BFGEntity_from_handle_ref			confirmed			
0x00412493	48	find_safe_handle_target_in_pointer_range			confirmed			
0x004124c3	50	vec3_equal			confirmed			
0x004124f5	62	construct_BFXMLNode			confirmed			
0x00412533	55	compute_heading_from_vec2_delta			confirmed			
0x0041256a	47	get_type_ZTElevatedPathMode			confirmed			
0x0041259e	32	init_ZTElevatedPathMode_descriptor_ref			confirmed			
0x004125c3	73	get_elevated_path_mode_ui_handler_registry			confirmed			
0x00412622	83	resolve_elevated_path_mode_ui_handler_value			confirmed		0x008c1290#177	
0x00412675	186	read_elevated_path_mode_grid_settings			confirmed		0x008c1290#20	
0x0041272f	228	read_elevated_path_grid_data_settings			confirmed			
0x00412813	624	create_elevated_path_preview_segment			confirmed			
0x00412a83	342	validate_elevated_path_support_chain_clear			confirmed			
0x00412bd9	428	rebuild_elevated_path_support_preview_segments			confirmed			
0x00412d85	485	create_elevated_path_support_preview_segment			confirmed			
0x00412f8d	240	mark_elevated_path_preview_entities_blocked			confirmed			
0x0041307d	469	reset_elevated_path_preview_state			confirmed			
0x00413252	1134	place_path mode action			confirmed			
0x004136c0	61	has_clearance_above_existing_path_height		height	confirmed			
0x004136fd	841	validate_elevated_path_direction_clearance			confirmed			
0x00413a46	658	validate_elevated_path_segment_clearance			confirmed			
0x00413cd8	705	validate_diagonal_elevated_path_route			confirmed			
0x00413f99	31	copy_inline_ui_typed_value_payload			confirmed			
0x00413fb8	226	build_diagonal_elevated_path_preview_route			confirmed			
0x0041409a	250	validate_cardinal_elevated_path_route			confirmed			
0x00414194	187	build_cardinal_elevated_path_preview_route			confirmed			
0x0041424f	260	prepare_elevated_path_route_height_profile			confirmed			
0x00414353	142	seed_elevated_path_route_height_samples			confirmed			
0x004143e1	487	select_elevated_path_route_endpoint			confirmed			
0x004145c8	231	validate_and_record_elevated_path_route_branch			confirmed			
0x004146af	176	rebuild_elevated_path_preview_segments			confirmed			
0x0041475f	443	construct_ZTElevatedPathMode			confirmed			
0x00414935	158	destroy_ZTElevatedPathMode			confirmed			
0x004149d3	142	register_elevated_path_mode_ui_handlers			confirmed			
0x00414a61	137	handle_elevated_path_placement_mode		mode	confirmed			
0x00414aea	531	handle_elevated_path_placement_height		height	confirmed			
0x00414cfd	675	handle_setplacementobject			confirmed			
0x00415019	432	refresh_elevated_path_height_controls_and_preview			confirmed		0x008c1290#138	
0x00415207	84	reset_elevated_path_target_selection_state			confirmed			
0x0041527e	226	handle_elevated_path_primary_action			confirmed		0x008c1290#150	
0x004153c7	116	handle_elevated_path_cursor_update			confirmed		0x008c1290#14	
0x0041543b	128	refresh_elevated_path_cursor_target			confirmed			
0x004154bb	2068	rebuild_elevated_path_preview_from_current_target			confirmed			
0x00415cef	1729	derive_elevated_path_preview_height_and_direction			confirmed			
0x004163b0	428	compute_elevated_path_preview_cost_delta			confirmed			
0x0041655c	756	try_snap_elevated_path_preview_to_curb_connection			confirmed			
0x00416850	58	ensure_elevated_path_footprint_preview			confirmed			
0x0041688a	45	attach_elevated_path_footprint_preview			confirmed			
0x004168b7	45	detach_elevated_path_footprint_preview			confirmed			
0x004168e4	145	initialize_elevated_path_footprint_decal			confirmed			
0x00416975	171	move_elevated_path_footprint_preview_to_grid_cell			confirmed			
0x00416a20	42	set_elevated_path_footprint_preview_state			confirmed			
0x00416a4a	613	collect_elevated_path_branch_blocker_refs			confirmed			
0x00416caf	158	clear_elevated_path_branch_blocker_refs			confirmed			
0x00416d4d	276	trim_elevated_path_preview_entity_vectors			confirmed			
